ID,Customer ID,MaritalStatus,YearlyIncome,TotalChildren,EnglishEducation,HouseOwnerFlag
5232,16231,M,40000,1,Partial College,TRUE
5233,16232,M,40000,1,Partial College,TRUE
5234,16233,S,80000,5,Graduate Degree,TRUE
5235,16234,M,40000,1,Partial College,TRUE
5236,16235,M,40000,1,Partial College,TRUE
5237,16236,M,40000,1,Partial College,TRUE
5238,16237,M,40000,1,Partial College,TRUE
5239,16238,M,40000,1,Partial College,TRUE
5240,16239,M,40000,1,Partial College,TRUE
5241,16240,S,80000,4,Graduate Degree,TRUE
5242,16241,S,80000,4,Graduate Degree,TRUE
5243,16242,S,80000,4,Graduate Degree,TRUE
5244,16243,S,80000,4,Graduate Degree,TRUE
5245,16244,M,80000,4,Graduate Degree,TRUE
5246,16245,S,80000,4,Graduate Degree,TRUE
5247,16246,S,80000,4,Graduate Degree,TRUE
5248,16247,S,60000,4,Graduate Degree,TRUE
5249,16248,S,60000,4,Graduate Degree,TRUE
5250,16249,M,60000,4,Graduate Degree,FALSE
5251,16250,S,40000,0,Graduate Degree,TRUE
5252,16251,S,10000,3,High School,TRUE
5253,16252,S,10000,3,Partial High School,TRUE
5254,16253,S,20000,1,Partial College,FALSE
5255,16254,S,20000,1,Partial College,FALSE
5256,16255,S,20000,1,Partial College,FALSE
5257,16256,M,20000,1,Partial College,TRUE
5258,16257,M,20000,1,High School,TRUE
5259,16258,S,30000,1,Bachelors,FALSE
5260,16259,S,10000,4,Partial High School,TRUE
5261,16260,S,20000,1,High School,FALSE
5262,16261,M,40000,0,Bachelors,TRUE
5263,16262,M,40000,0,Bachelors,TRUE
5264,16263,M,40000,0,Bachelors,TRUE
5265,16264,M,10000,4,High School,FALSE
5266,16265,M,30000,1,Bachelors,TRUE
5267,16266,M,30000,1,Bachelors,TRUE
5268,16267,M,30000,1,Bachelors,TRUE
5269,16268,M,30000,1,Bachelors,TRUE
5270,16269,M,30000,1,Bachelors,TRUE
5271,16270,M,30000,1,Bachelors,TRUE
5272,16271,S,20000,2,High School,TRUE
5273,16272,S,20000,2,High School,TRUE
5274,16273,M,30000,1,Bachelors,TRUE
5275,16274,M,10000,3,Partial High School,FALSE
5276,16275,M,20000,2,High School,FALSE
5277,16276,S,20000,3,High School,TRUE
5278,16277,M,30000,1,Bachelors,TRUE
5279,16278,M,30000,2,Partial College,FALSE
5280,16279,S,10000,3,Partial High School,TRUE
5281,16280,S,10000,3,Partial High School,TRUE
5282,16281,S,10000,3,Partial High School,TRUE
5283,16282,S,20000,3,High School,TRUE
5284,16283,S,20000,3,High School,TRUE
5285,16284,S,20000,3,High School,TRUE
5286,16285,M,40000,0,Bachelors,FALSE
5287,16286,M,40000,0,Bachelors,TRUE
5288,16287,M,40000,0,Bachelors,TRUE
5289,16288,M,30000,2,Partial College,FALSE
5290,16289,S,30000,2,Partial College,TRUE
5291,16290,S,30000,2,Partial College,TRUE
5292,16291,S,30000,2,Partial College,TRUE
5293,16292,M,40000,1,Bachelors,TRUE
5294,16293,M,40000,1,Bachelors,TRUE
5295,16294,M,40000,1,Bachelors,TRUE
5296,16295,S,30000,2,Partial College,TRUE
5297,16296,M,30000,3,Partial College,FALSE
5298,16297,M,40000,1,Bachelors,TRUE
5299,16298,M,40000,1,Bachelors,TRUE
5300,16299,S,20000,0,High School,FALSE
5301,16300,S,20000,0,High School,FALSE
5302,16301,S,20000,0,High School,FALSE
5303,16302,S,20000,4,High School,TRUE
5304,16303,S,20000,5,High School,TRUE
5305,16304,S,20000,5,High School,TRUE
5306,16305,S,30000,3,Partial College,TRUE
5307,16306,M,30000,3,Partial College,FALSE
5308,16307,M,40000,1,Bachelors,TRUE
5309,16308,M,40000,1,Bachelors,TRUE
5310,16309,M,40000,1,Bachelors,TRUE
5311,16310,M,40000,1,Bachelors,TRUE
5312,16311,M,40000,1,Bachelors,TRUE
5313,16312,S,30000,3,Partial College,TRUE
5314,16313,S,30000,4,Partial College,TRUE
5315,16314,S,30000,4,Partial College,TRUE
5316,16315,S,30000,5,Partial College,TRUE
5317,16316,S,30000,0,Partial College,FALSE
5318,16317,S,30000,0,Partial College,FALSE
5319,16318,S,30000,0,Partial College,FALSE
5320,16319,S,20000,0,High School,TRUE
5321,16320,S,20000,0,High School,FALSE
5322,16321,M,10000,0,Partial High School,TRUE
5323,16322,S,10000,0,Partial High School,TRUE
5324,16323,S,30000,0,Partial College,TRUE
5325,16324,M,40000,1,Bachelors,TRUE
5326,16325,S,30000,1,Partial College,TRUE
5327,16326,S,10000,0,Partial High School,FALSE
5328,16327,S,20000,0,Partial High School,FALSE
5329,16328,S,20000,0,Partial High School,TRUE
5330,16329,S,20000,0,Partial High School,FALSE
5331,16330,S,30000,0,Partial College,TRUE
5332,16331,S,40000,0,Partial High School,FALSE
5333,16332,M,10000,2,Partial High School,FALSE
5334,16333,M,30000,0,Partial College,FALSE
5335,16334,S,30000,0,Partial College,FALSE
5336,16335,S,30000,0,Partial College,TRUE
5337,16336,M,60000,0,Partial College,TRUE
5338,16337,M,60000,0,Partial College,FALSE
5339,16338,M,20000,2,Partial High School,TRUE
5340,16339,M,30000,3,Partial College,FALSE
5341,16340,S,20000,0,Partial College,FALSE
5342,16341,M,30000,3,High School,FALSE
5343,16342,M,30000,3,High School,FALSE
5344,16343,M,30000,3,High School,FALSE
5345,16344,S,70000,0,Partial College,FALSE
5346,16345,M,40000,3,Partial College,TRUE
5347,16346,M,40000,3,Partial College,FALSE
5348,16347,M,70000,2,Graduate Degree,TRUE
5349,16348,M,80000,2,Partial College,TRUE
5350,16349,S,80000,2,Partial College,FALSE
5351,16350,S,80000,2,Partial College,TRUE
5352,16351,S,80000,2,Partial College,FALSE
5353,16352,S,80000,2,Partial College,TRUE
5354,16353,M,30000,0,Partial College,TRUE
5355,16354,S,30000,0,High School,FALSE
5356,16355,S,30000,0,High School,TRUE
5357,16356,M,60000,0,Partial College,TRUE
5358,16357,S,30000,0,High School,TRUE
5359,16358,M,30000,0,High School,TRUE
5360,16359,M,30000,1,High School,TRUE
5361,16360,M,30000,1,High School,TRUE
5362,16361,M,40000,1,Partial College,TRUE
5363,16362,M,40000,1,Partial College,TRUE
5364,16363,M,40000,1,Partial College,TRUE
5365,16364,M,40000,1,Partial College,TRUE
5366,16365,M,40000,1,Partial College,TRUE
5367,16366,M,40000,1,Partial College,TRUE
5368,16367,S,80000,5,Graduate Degree,TRUE
5369,16368,S,80000,5,Graduate Degree,TRUE
5370,16369,M,40000,1,Partial College,TRUE
5371,16370,M,40000,1,Partial College,TRUE
5372,16371,M,40000,1,Partial College,TRUE
5373,16372,M,40000,1,Partial College,TRUE
5374,16373,M,40000,1,Partial College,TRUE
5375,16374,M,40000,1,Partial College,TRUE
5376,16375,M,40000,1,Partial College,TRUE
5377,16376,M,40000,1,Partial College,TRUE
5378,16377,S,80000,4,Graduate Degree,FALSE
5379,16378,S,80000,4,Graduate Degree,FALSE
5380,16379,M,80000,4,Graduate Degree,FALSE
5381,16380,S,80000,4,Graduate Degree,TRUE
5382,16381,S,80000,4,Graduate Degree,TRUE
5383,16382,S,80000,4,Graduate Degree,FALSE
5384,16383,S,80000,4,Graduate Degree,TRUE
5385,16384,S,60000,4,Graduate Degree,TRUE
5386,16385,M,60000,4,Graduate Degree,TRUE
5387,16386,S,20000,1,Partial College,FALSE
5388,16387,M,20000,1,Partial College,TRUE
5389,16388,M,30000,1,Bachelors,TRUE
5390,16389,S,30000,1,Bachelors,TRUE
5391,16390,S,30000,1,Bachelors,FALSE
5392,16391,S,30000,1,Bachelors,FALSE
5393,16392,M,40000,0,Graduate Degree,TRUE
5394,16393,M,40000,0,Graduate Degree,TRUE
5395,16394,S,10000,3,High School,TRUE
5396,16395,M,10000,3,High School,FALSE
5397,16396,S,10000,4,Partial High School,TRUE
5398,16397,M,20000,1,Partial College,TRUE
5399,16398,S,20000,1,High School,FALSE
5400,16399,S,30000,1,Bachelors,FALSE
5401,16400,M,30000,1,Bachelors,TRUE
5402,16401,S,30000,1,Bachelors,FALSE
5403,16402,S,30000,1,Bachelors,FALSE
5404,16403,M,20000,1,High School,TRUE
5405,16404,M,40000,0,Bachelors,TRUE
5406,16405,M,40000,0,Bachelors,TRUE
5407,16406,M,40000,0,Bachelors,FALSE
5408,16407,M,30000,1,Bachelors,TRUE
5409,16408,M,30000,1,Bachelors,TRUE
5410,16409,M,30000,1,Bachelors,TRUE
5411,16410,S,10000,4,Partial High School,TRUE
5412,16411,S,10000,3,Partial High School,TRUE
5413,16412,S,10000,3,Partial High School,TRUE
5414,16413,M,10000,4,High School,FALSE
5415,16414,S,10000,3,Partial High School,TRUE
5416,16415,S,20000,3,High School,TRUE
5417,16416,S,30000,2,Partial College,TRUE
5418,16417,S,30000,2,Partial College,TRUE
5419,16418,S,10000,3,Partial High School,TRUE
5420,16419,M,20000,3,High School,FALSE
5421,16420,S,20000,3,High School,TRUE
5422,16421,S,20000,3,High School,TRUE
5423,16422,S,20000,3,High School,TRUE
5424,16423,S,10000,4,High School,TRUE
5425,16424,M,40000,0,Bachelors,FALSE
5426,16425,M,40000,0,Bachelors,TRUE
5427,16426,M,40000,0,Bachelors,TRUE
5428,16427,S,60000,0,Graduate Degree,TRUE
5429,16428,S,20000,4,High School,TRUE
5430,16429,M,30000,1,Partial College,TRUE
5431,16430,S,30000,2,Partial College,TRUE
5432,16431,S,30000,2,Partial College,TRUE
5433,16432,S,30000,2,Partial College,TRUE
5434,16433,M,30000,2,Partial College,FALSE
5435,16434,M,40000,1,Bachelors,TRUE
5436,16435,M,40000,1,Bachelors,TRUE
5437,16436,S,30000,2,Partial College,TRUE
5438,16437,S,20000,0,High School,FALSE
5439,16438,M,10000,0,Partial High School,FALSE
5440,16439,S,20000,4,High School,TRUE
5441,16440,S,20000,4,High School,TRUE
5442,16441,M,20000,5,High School,FALSE
5443,16442,S,30000,3,Partial College,TRUE
5444,16443,S,30000,3,Partial College,TRUE
5445,16444,M,40000,1,Bachelors,TRUE
5446,16445,S,30000,1,Partial College,TRUE
5447,16446,M,30000,1,Partial College,TRUE
5448,16447,M,40000,1,Bachelors,TRUE
5449,16448,M,40000,1,Bachelors,TRUE
5450,16449,S,30000,4,Partial College,TRUE
5451,16450,S,30000,5,Partial College,TRUE
5452,16451,S,30000,0,Partial College,FALSE
5453,16452,S,30000,0,Partial College,FALSE
5454,16453,S,30000,0,Partial College,FALSE
5455,16454,M,30000,0,Partial College,FALSE
5456,16455,M,10000,4,High School,FALSE
5457,16456,S,20000,0,High School,FALSE
5458,16457,S,20000,0,Partial High School,FALSE
5459,16458,S,30000,0,Partial College,FALSE
5460,16459,M,30000,0,Partial College,FALSE
5461,16460,S,30000,0,Partial College,FALSE
5462,16461,S,30000,0,Partial College,FALSE
5463,16462,S,20000,0,Partial High School,FALSE
5464,16463,S,20000,0,Partial High School,FALSE
5465,16464,S,10000,0,Partial High School,TRUE
5466,16465,S,20000,0,Partial High School,FALSE
5467,16466,S,20000,0,Partial High School,FALSE
5468,16467,S,20000,0,Partial High School,TRUE
5469,16468,S,30000,0,Partial College,TRUE
5470,16469,S,30000,0,Partial College,TRUE
5471,16470,M,40000,1,Bachelors,TRUE
5472,16471,M,10000,4,High School,FALSE
5473,16472,S,20000,0,Partial High School,FALSE
5474,16473,S,10000,0,Partial High School,FALSE
5475,16474,M,10000,0,Partial High School,FALSE
5476,16475,S,20000,0,Partial High School,FALSE
5477,16476,S,30000,0,Partial College,FALSE
5478,16477,S,40000,0,Partial High School,FALSE
5479,16478,S,70000,0,Partial College,FALSE
5480,16479,S,60000,0,Partial College,TRUE
5481,16480,M,20000,2,Partial High School,TRUE
5482,16481,S,20000,2,Partial High School,TRUE
5483,16482,M,30000,3,Partial College,FALSE
5484,16483,M,40000,2,Bachelors,TRUE
5485,16484,M,40000,2,Partial College,FALSE
5486,16485,S,40000,0,Partial High School,TRUE
5487,16486,M,30000,3,High School,FALSE
5488,16487,S,30000,3,High School,TRUE
5489,16488,M,30000,3,High School,TRUE
5490,16489,M,30000,3,High School,TRUE
5491,16490,M,60000,0,Partial College,TRUE
5492,16491,S,70000,0,Partial College,TRUE
5493,16492,M,40000,2,Partial College,FALSE
5494,16493,M,40000,3,Partial College,TRUE
5495,16494,S,80000,2,Partial College,FALSE
5496,16495,S,80000,2,Partial College,FALSE
5497,16496,S,80000,2,Partial College,TRUE
5498,16497,S,30000,0,Partial College,TRUE
5499,16498,S,30000,0,Partial College,TRUE
5500,16499,S,30000,0,High School,TRUE
5501,16500,S,30000,0,High School,FALSE
5502,16501,S,30000,0,High School,TRUE
5503,16502,S,30000,0,High School,TRUE
5504,16503,M,60000,0,Partial College,TRUE
5505,16504,S,30000,0,High School,FALSE
5506,16505,S,30000,0,High School,TRUE
5507,16506,M,60000,0,Partial College,TRUE
5508,16507,M,10000,2,Bachelors,TRUE
5509,16508,M,10000,2,Bachelors,TRUE
5510,16509,M,30000,1,Bachelors,TRUE
5511,16510,M,10000,3,Partial College,TRUE
5512,16511,M,30000,1,Bachelors,TRUE
5513,16512,S,40000,1,Graduate Degree,TRUE
5514,16513,S,10000,3,Partial College,TRUE
5515,16514,S,10000,0,Partial College,TRUE
5516,16515,M,10000,0,Partial College,FALSE
5517,16516,M,20000,0,Bachelors,TRUE
5518,16517,M,10000,1,High School,TRUE
5519,16518,S,10000,1,High School,FALSE
5520,16519,S,10000,1,High School,FALSE
5521,16520,M,10000,1,High School,TRUE
5522,16521,S,10000,1,High School,FALSE
5523,16522,M,10000,1,High School,TRUE
5524,16523,M,20000,0,Bachelors,TRUE
5525,16524,M,20000,0,Bachelors,TRUE
5526,16525,M,20000,0,Bachelors,FALSE
5527,16526,S,20000,0,Bachelors,TRUE
5528,16527,S,20000,0,Bachelors,TRUE
5529,16528,S,20000,0,Bachelors,TRUE
5530,16529,M,20000,0,Bachelors,TRUE
5531,16530,M,30000,1,Bachelors,TRUE
5532,16531,S,30000,1,Bachelors,TRUE
5533,16532,S,20000,1,Partial College,FALSE
5534,16533,M,20000,1,Partial College,TRUE
5535,16534,M,30000,4,Graduate Degree,TRUE
5536,16535,S,10000,1,High School,FALSE
5537,16536,S,10000,1,High School,FALSE
5538,16537,S,20000,1,Partial College,FALSE
5539,16538,S,20000,1,Partial College,FALSE
5540,16539,S,20000,1,Partial College,FALSE
5541,16540,M,20000,1,Partial College,TRUE
5542,16541,S,20000,1,Partial College,FALSE
5543,16542,M,20000,1,Partial College,TRUE
5544,16543,M,20000,1,Partial College,TRUE
5545,16544,M,10000,1,High School,TRUE
5546,16545,M,10000,1,High School,TRUE
5547,16546,M,20000,2,Partial College,TRUE
5548,16547,M,20000,2,Partial College,TRUE
5549,16548,M,30000,3,Bachelors,TRUE
5550,16549,S,30000,3,Bachelors,TRUE
5551,16550,M,30000,0,Bachelors,TRUE
5552,16551,S,30000,0,Bachelors,TRUE
5553,16552,M,30000,0,Bachelors,TRUE
5554,16553,M,40000,3,Graduate Degree,TRUE
5555,16554,S,30000,1,Bachelors,TRUE
5556,16555,M,10000,1,High School,TRUE
5557,16556,S,20000,0,Partial College,FALSE
5558,16557,S,20000,0,Partial College,TRUE
5559,16558,S,20000,0,Partial College,FALSE
5560,16559,S,10000,2,High School,TRUE
5561,16560,S,30000,0,Bachelors,TRUE
5562,16561,M,30000,0,Bachelors,TRUE
5563,16562,M,40000,0,Graduate Degree,TRUE
5564,16563,S,20000,2,Graduate Degree,TRUE
5565,16564,S,20000,0,Partial College,TRUE
5566,16565,M,40000,0,Graduate Degree,TRUE
5567,16566,S,40000,0,Graduate Degree,TRUE
5568,16567,S,50000,0,Graduate Degree,TRUE
5569,16568,M,40000,1,Graduate Degree,TRUE
5570,16569,S,10000,3,Partial College,TRUE
5571,16570,M,20000,2,Partial College,TRUE
5572,16571,M,20000,2,Partial College,TRUE
5573,16572,S,10000,2,High School,TRUE
5574,16573,S,20000,1,Partial College,FALSE
5575,16574,S,20000,1,Partial College,FALSE
5576,16575,S,170000,3,Graduate Degree,FALSE
5577,16576,S,90000,5,Partial College,TRUE
5578,16577,S,90000,5,Partial College,FALSE
5579,16578,S,100000,2,Bachelors,TRUE
5580,16579,M,70000,4,High School,TRUE
5581,16580,M,100000,3,High School,FALSE
5582,16581,S,100000,3,High School,TRUE
5583,16582,M,100000,3,High School,TRUE
5584,16583,M,100000,3,High School,TRUE
5585,16584,S,170000,0,High School,FALSE
5586,16585,M,170000,0,Partial High School,TRUE
5587,16586,M,100000,3,Partial College,TRUE
5588,16587,M,120000,3,Bachelors,TRUE
5589,16588,M,130000,4,Partial College,TRUE
5590,16589,M,130000,5,Partial College,TRUE
5591,16590,M,150000,3,Bachelors,TRUE
5592,16591,M,160000,3,Bachelors,TRUE
5593,16592,M,80000,4,Partial College,TRUE
5594,16593,M,120000,4,Partial College,FALSE
5595,16594,M,170000,4,Bachelors,FALSE
5596,16595,M,170000,4,Bachelors,TRUE
5597,16596,S,70000,5,Partial High School,TRUE
5598,16597,S,100000,3,Partial College,TRUE
5599,16598,S,130000,4,High School,FALSE
5600,16599,M,150000,4,Bachelors,TRUE
5601,16600,S,90000,4,High School,TRUE
5602,16601,S,130000,5,High School,FALSE
5603,16602,M,150000,4,High School,TRUE
5604,16603,M,110000,4,Partial High School,TRUE
5605,16604,M,120000,5,High School,FALSE
5606,16605,M,60000,0,Bachelors,TRUE
5607,16606,S,70000,0,Bachelors,TRUE
5608,16607,M,70000,0,Bachelors,TRUE
5609,16608,S,70000,0,Bachelors,TRUE
5610,16609,S,70000,0,Bachelors,FALSE
5611,16610,M,70000,0,Bachelors,FALSE
5612,16611,S,80000,0,Bachelors,FALSE
5613,16612,S,90000,0,Bachelors,FALSE
5614,16613,M,70000,0,Bachelors,TRUE
5615,16614,M,80000,0,Bachelors,TRUE
5616,16615,S,80000,0,Bachelors,FALSE
5617,16616,S,90000,0,Bachelors,FALSE
5618,16617,M,100000,0,High School,TRUE
5619,16618,M,110000,0,Partial College,TRUE
5620,16619,M,120000,5,Partial High School,FALSE
5621,16620,M,90000,0,Bachelors,TRUE
5622,16621,M,100000,0,High School,FALSE
5623,16622,S,100000,0,High School,TRUE
5624,16623,S,150000,5,Bachelors,TRUE
5625,16624,S,90000,0,Bachelors,FALSE
5626,16625,M,100000,0,High School,FALSE
5627,16626,S,100000,0,High School,TRUE
5628,16627,M,80000,0,Bachelors,TRUE
5629,16628,S,80000,0,Bachelors,FALSE
5630,16629,S,110000,0,High School,TRUE
5631,16630,M,110000,0,High School,TRUE
5632,16631,S,90000,0,Bachelors,TRUE
5633,16632,S,100000,0,High School,TRUE
5634,16633,M,100000,0,High School,TRUE
5635,16634,M,90000,0,Bachelors,TRUE
5636,16635,M,100000,0,Partial High School,TRUE
5637,16636,M,110000,0,High School,TRUE
5638,16637,M,110000,0,High School,TRUE
5639,16638,M,110000,0,Partial High School,TRUE
5640,16639,S,110000,0,Partial High School,TRUE
5641,16640,M,130000,0,Partial High School,FALSE
5642,16641,S,70000,5,Bachelors,TRUE
5643,16642,S,130000,2,Bachelors,FALSE
5644,16643,S,170000,1,Graduate Degree,FALSE
5645,16644,M,170000,1,Graduate Degree,TRUE
5646,16645,M,80000,5,Bachelors,TRUE
5647,16646,M,100000,2,Graduate Degree,TRUE
5648,16647,M,120000,2,Graduate Degree,TRUE
5649,16648,M,130000,2,Bachelors,TRUE
5650,16649,M,110000,2,Bachelors,TRUE
5651,16650,M,120000,2,Graduate Degree,TRUE
5652,16651,M,120000,2,Bachelors,TRUE
5653,16652,M,60000,0,Partial College,TRUE
5654,16653,M,70000,0,Partial College,TRUE
5655,16654,M,70000,0,Partial College,TRUE
5656,16655,M,60000,0,Partial College,TRUE
5657,16656,M,80000,2,High School,FALSE
5658,16657,M,80000,2,High School,FALSE
5659,16658,S,80000,2,High School,TRUE
5660,16659,S,80000,2,High School,TRUE
5661,16660,S,70000,2,High School,FALSE
5662,16661,S,70000,2,High School,TRUE
5663,16662,S,70000,2,High School,FALSE
5664,16663,S,70000,2,High School,FALSE
5665,16664,M,130000,0,Graduate Degree,TRUE
5666,16665,S,130000,0,Graduate Degree,FALSE
5667,16666,S,80000,0,Bachelors,FALSE
5668,16667,S,30000,0,High School,TRUE
5669,16668,S,30000,0,High School,FALSE
5670,16669,S,60000,0,Partial College,TRUE
5671,16670,S,60000,0,Partial College,FALSE
5672,16671,S,60000,0,Partial College,TRUE
5673,16672,S,60000,0,Partial College,TRUE
5674,16673,S,60000,0,Partial College,FALSE
5675,16674,M,130000,0,Graduate Degree,TRUE
5676,16675,S,160000,0,Graduate Degree,FALSE
5677,16676,M,130000,0,Graduate Degree,TRUE
5678,16677,M,130000,0,Graduate Degree,TRUE
5679,16678,M,70000,2,Partial High School,TRUE
5680,16679,S,70000,0,Bachelors,FALSE
5681,16680,M,70000,0,Bachelors,FALSE
5682,16681,S,80000,5,Bachelors,TRUE
5683,16682,M,90000,4,Bachelors,TRUE
5684,16683,M,90000,4,Bachelors,TRUE
5685,16684,M,60000,1,Bachelors,TRUE
5686,16685,S,60000,1,Bachelors,TRUE
5687,16686,M,60000,1,Bachelors,TRUE
5688,16687,S,60000,1,Partial College,FALSE
5689,16688,S,60000,1,Partial College,FALSE
5690,16689,M,60000,1,Partial College,TRUE
5691,16690,M,110000,0,Graduate Degree,TRUE
5692,16691,S,110000,0,Graduate Degree,FALSE
5693,16692,M,60000,1,Partial College,TRUE
5694,16693,M,60000,1,Partial College,TRUE
5695,16694,M,60000,1,Partial College,TRUE
5696,16695,M,90000,1,Bachelors,TRUE
5697,16696,S,70000,0,Bachelors,FALSE
5698,16697,S,80000,5,Bachelors,TRUE
5699,16698,S,70000,0,Bachelors,FALSE
5700,16699,M,100000,5,Bachelors,TRUE
5701,16700,S,70000,0,Bachelors,FALSE
5702,16701,S,70000,0,Bachelors,FALSE
5703,16702,M,60000,1,Partial College,TRUE
5704,16703,M,60000,1,Partial College,TRUE
5705,16704,M,70000,5,Partial College,TRUE
5706,16705,M,80000,5,Bachelors,FALSE
5707,16706,M,80000,5,Bachelors,TRUE
5708,16707,S,90000,2,Bachelors,TRUE
5709,16708,S,90000,2,Bachelors,FALSE
5710,16709,M,30000,2,Partial College,FALSE
5711,16710,M,70000,5,Partial College,TRUE
5712,16711,M,70000,5,Partial College,TRUE
5713,16712,S,70000,1,Partial College,FALSE
5714,16713,M,40000,2,Bachelors,TRUE
5715,16714,M,30000,0,High School,TRUE
5716,16715,M,30000,0,High School,TRUE
5717,16716,S,30000,0,High School,FALSE
5718,16717,M,40000,0,High School,TRUE
5719,16718,S,40000,0,High School,TRUE
5720,16719,S,40000,0,High School,TRUE
5721,16720,S,30000,0,High School,TRUE
5722,16721,M,30000,0,High School,FALSE
5723,16722,S,30000,0,High School,TRUE
5724,16723,M,30000,0,High School,TRUE
5725,16724,S,30000,0,High School,FALSE
5726,16725,M,30000,0,High School,TRUE
5727,16726,M,30000,0,High School,TRUE
5728,16727,S,40000,0,High School,FALSE
5729,16728,M,40000,0,High School,TRUE
5730,16729,M,30000,2,Partial College,FALSE
5731,16730,M,30000,2,Partial College,FALSE
5732,16731,S,30000,0,Partial High School,FALSE
5733,16732,S,40000,0,High School,FALSE
5734,16733,M,40000,2,Bachelors,TRUE
5735,16734,S,40000,2,Bachelors,TRUE
5736,16735,S,40000,0,High School,FALSE
5737,16736,S,40000,0,High School,FALSE
5738,16737,S,40000,0,High School,TRUE
5739,16738,M,30000,2,Partial College,FALSE
5740,16739,M,40000,2,Bachelors,TRUE
5741,16740,M,40000,2,Bachelors,FALSE
5742,16741,M,40000,2,Bachelors,FALSE
5743,16742,M,40000,2,Bachelors,FALSE
5744,16743,M,40000,2,Bachelors,TRUE
5745,16744,M,40000,2,Bachelors,TRUE
5746,16745,S,60000,2,Graduate Degree,FALSE
5747,16746,S,40000,0,High School,FALSE
5748,16747,S,40000,0,High School,FALSE
5749,16748,S,40000,0,High School,TRUE
5750,16749,S,30000,0,Partial College,TRUE
5751,16750,M,30000,0,Partial College,TRUE
5752,16751,M,60000,0,Partial College,TRUE
5753,16752,S,60000,0,Partial College,TRUE
5754,16753,S,70000,0,Partial College,TRUE
5755,16754,S,80000,0,Bachelors,TRUE
5756,16755,M,80000,0,Bachelors,TRUE
5757,16756,M,80000,0,Bachelors,FALSE
5758,16757,M,110000,0,Graduate Degree,TRUE
5759,16758,M,110000,0,Graduate Degree,TRUE
5760,16759,M,110000,0,Graduate Degree,FALSE
5761,16760,S,60000,4,Graduate Degree,FALSE
5762,16761,S,40000,4,Partial College,TRUE
5763,16762,M,50000,0,Graduate Degree,TRUE
5764,16763,M,50000,0,Graduate Degree,TRUE
5765,16764,M,50000,0,Graduate Degree,TRUE
5766,16765,M,50000,1,Graduate Degree,TRUE
5767,16766,S,50000,1,Graduate Degree,TRUE
5768,16767,M,50000,1,Graduate Degree,TRUE
5769,16768,M,50000,1,Graduate Degree,TRUE
5770,16769,M,60000,1,Graduate Degree,TRUE
5771,16770,M,60000,1,Graduate Degree,TRUE
5772,16771,M,50000,1,Graduate Degree,TRUE
5773,16772,M,50000,1,Graduate Degree,TRUE
5774,16773,M,60000,1,Graduate Degree,TRUE
5775,16774,S,60000,1,Graduate Degree,TRUE
5776,16775,M,60000,1,Graduate Degree,TRUE
5777,16776,M,50000,1,Bachelors,TRUE
5778,16777,M,70000,4,Bachelors,TRUE
5779,16778,S,60000,4,Graduate Degree,TRUE
5780,16779,M,70000,5,Bachelors,TRUE
5781,16780,M,70000,5,Bachelors,TRUE
5782,16781,M,70000,5,Bachelors,TRUE
5783,16782,M,60000,5,Bachelors,TRUE
5784,16783,M,60000,5,Bachelors,TRUE
5785,16784,M,60000,5,Bachelors,TRUE
5786,16785,M,70000,3,Bachelors,TRUE
5787,16786,M,70000,4,Bachelors,TRUE
5788,16787,S,70000,4,Bachelors,TRUE
5789,16788,M,60000,5,Bachelors,TRUE
5790,16789,M,60000,5,Bachelors,TRUE
5791,16790,M,60000,5,Bachelors,TRUE
5792,16791,S,60000,5,Bachelors,TRUE
5793,16792,M,60000,5,Bachelors,TRUE
5794,16793,S,60000,2,Bachelors,TRUE
5795,16794,M,60000,2,Bachelors,TRUE
5796,16795,M,70000,4,Bachelors,TRUE
5797,16796,S,60000,2,Partial College,TRUE
5798,16797,M,60000,2,Partial College,FALSE
5799,16798,M,60000,2,Bachelors,TRUE
5800,16799,M,60000,2,Bachelors,TRUE
5801,16800,M,40000,2,High School,TRUE
5802,16801,S,60000,2,Partial College,TRUE
5803,16802,S,60000,2,Partial College,TRUE
5804,16803,M,60000,2,Partial College,FALSE
5805,16804,M,60000,2,High School,TRUE
5806,16805,S,60000,2,High School,TRUE
5807,16806,M,60000,2,Partial College,TRUE
5808,16807,M,60000,2,Partial College,TRUE
5809,16808,M,70000,4,Partial College,FALSE
5810,16809,S,70000,4,Partial College,TRUE
5811,16810,M,70000,2,High School,FALSE
5812,16811,M,60000,2,Partial College,TRUE
5813,16812,M,60000,2,Partial College,TRUE
5814,16813,M,60000,2,Partial College,TRUE
5815,16814,S,70000,4,Partial College,TRUE
5816,16815,M,70000,4,Partial College,TRUE
5817,16816,M,70000,4,Partial College,TRUE
5818,16817,M,70000,4,Partial College,TRUE
5819,16818,M,70000,4,Partial College,TRUE
5820,16819,M,70000,4,Partial College,TRUE
5821,16820,M,70000,5,Partial College,TRUE
5822,16821,M,130000,2,Bachelors,FALSE
5823,16822,M,150000,1,Partial College,FALSE
5824,16823,M,160000,1,Partial College,FALSE
5825,16824,M,120000,2,High School,TRUE
5826,16825,M,120000,2,High School,TRUE
5827,16826,M,130000,3,Partial College,TRUE
5828,16827,M,170000,3,Bachelors,TRUE
5829,16828,M,160000,2,High School,TRUE
5830,16829,M,160000,2,High School,TRUE
